"id","panel_id","palette","light_player","output_path","title","xgid","moves","hits","curved_steps","viewpoint"
"M31","M31-LIGHT-L","Light bottom — setup left","near_player","M31-light-bottom-left.svg","Bottom-half same-line overlap","XGID=----------AA------------b-:0:0:1:33:0:0:0:0:10",2,0,"2","player_1 near; horizontally mirrored; setup left"
"M31","M31-DARK-L","Dark bottom — setup left","player_0","M31-dark-bottom-left.svg","Bottom-half same-line overlap","XGID=----------AA------------b-:0:0:1:33:0:0:0:0:10",2,0,"2","player_1 near; horizontally mirrored; setup left"
"M32","M32-LIGHT-R","Light bottom — setup right","near_player","M32-light-bottom.svg","Near-vertical shared-source overlap","XGID=---------------B--------b-:0:0:1:54:0:0:0:0:10",2,0,"2","player_1 near; unmirrored; setup right"
"M32","M32-DARK-R","Dark bottom — setup right","player_0","M32-dark-bottom.svg","Near-vertical shared-source overlap","XGID=---------------B--------b-:0:0:1:54:0:0:0:0:10",2,0,"2","player_1 near; unmirrored; setup right"
"M32","M32-LIGHT-L","Light bottom — setup left","near_player","M32-light-bottom-left.svg","Near-vertical shared-source overlap","XGID=---------------B--------b-:0:0:1:54:0:0:0:0:10",2,0,"2","player_1 near; horizontally mirrored; setup left"
"M32","M32-DARK-L","Dark bottom — setup left","player_0","M32-dark-bottom-left.svg","Near-vertical shared-source overlap","XGID=---------------B--------b-:0:0:1:54:0:0:0:0:10",2,0,"2","player_1 near; horizontally mirrored; setup left"
"M33","M33-LIGHT-R","Light bottom — setup right","near_player","M33-light-bottom.svg","Isolated crossing remains straight","XGID=--------------AA--------b-:0:0:1:44:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M33","M33-DARK-R","Dark bottom — setup right","player_0","M33-dark-bottom.svg","Isolated crossing remains straight","XGID=--------------AA--------b-:0:0:1:44:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M33","M33-LIGHT-L","Light bottom — setup left","near_player","M33-light-bottom-left.svg","Isolated crossing remains straight","XGID=--------------AA--------b-:0:0:1:44:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M33","M33-DARK-L","Dark bottom — setup left","player_0","M33-dark-bottom-left.svg","Isolated crossing remains straight","XGID=--------------AA--------b-:0:0:1:44:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M34","M34-LIGHT-R","Light bottom — setup right","near_player","M34-light-bottom.svg","Legacy two-independent-checker example","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M34","M34-DARK-R","Dark bottom — setup right","player_0","M34-dark-bottom.svg","Legacy two-independent-checker example","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M34","M34-LIGHT-L","Light bottom — setup left","near_player","M34-light-bottom-left.svg","Legacy two-independent-checker example","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M34","M34-DARK-L","Dark bottom — setup left","player_0","M34-dark-bottom-left.svg","Legacy two-independent-checker example","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M35","M35-LIGHT-R","Light bottom — setup right","near_player","M35-light-bottom.svg","Legacy one-checker-twice example","XGID=-b----E-C---eE---c-e----B-:0:0:1:65:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M35","M35-DARK-R","Dark bottom — setup right","player_0","M35-dark-bottom.svg","Legacy one-checker-twice example","XGID=-b----E-C---eE---c-e----B-:0:0:1:65:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M35","M35-LIGHT-L","Light bottom — setup left","near_player","M35-light-bottom-left.svg","Legacy one-checker-twice example","XGID=-b----E-C---eE---c-e----B-:0:0:1:65:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M35","M35-DARK-L","Dark bottom — setup left","player_0","M35-dark-bottom-left.svg","Legacy one-checker-twice example","XGID=-b----E-C---eE---c-e----B-:0:0:1:65:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M36","M36-LIGHT-R","Light bottom — setup right","near_player","M36-light-bottom.svg","Legacy repeated 13/8 pair","XGID=-b----E-C---eE---c-e----B-:0:0:1:55:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M36","M36-DARK-R","Dark bottom — setup right","player_0","M36-dark-bottom.svg","Legacy repeated 13/8 pair","XGID=-b----E-C---eE---c-e----B-:0:0:1:55:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"M36","M36-LIGHT-L","Light bottom — setup left","near_player","M36-light-bottom-left.svg","Legacy repeated 13/8 pair","XGID=-b----E-C---eE---c-e----B-:0:0:1:55:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M36","M36-DARK-L","Dark bottom — setup left","player_0","M36-dark-bottom-left.svg","Legacy repeated 13/8 pair","XGID=-b----E-C---eE---c-e----B-:0:0:1:55:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"M37","M37-LIGHT-R","Light bottom — setup right","near_player","M37-light-bottom.svg","Legacy hit on point 8","XGID=--------a----A----------a-:0:0:1:51:0:0:0:0:10",1,1,"","player_1 near; unmirrored; setup right"
"M37","M37-DARK-R","Dark bottom — setup right","player_0","M37-dark-bottom.svg","Legacy hit on point 8","XGID=--------a----A----------a-:0:0:1:51:0:0:0:0:10",1,1,"","player_1 near; unmirrored; setup right"
"M37","M37-LIGHT-L","Light bottom — setup left","near_player","M37-light-bottom-left.svg","Legacy hit on point 8","XGID=--------a----A----------a-:0:0:1:51:0:0:0:0:10",1,1,"","player_1 near; horizontally mirrored; setup left"
"M37","M37-DARK-L","Dark bottom — setup left","player_0","M37-dark-bottom-left.svg","Legacy hit on point 8","XGID=--------a----A----------a-:0:0:1:51:0:0:0:0:10",1,1,"","player_1 near; horizontally mirrored; setup left"
"M38","M38-LIGHT-R","Light bottom — setup right","near_player","M38-light-bottom.svg","Legacy five-path overstack onto point 8","XGID=--------E----I----------b-:0:0:1:55:0:0:0:0:10",5,0,"","player_1 near; unmirrored; setup right"
"M38","M38-DARK-R","Dark bottom — setup right","player_0","M38-dark-bottom.svg","Legacy five-path overstack onto point 8","XGID=--------E----I----------b-:0:0:1:55:0:0:0:0:10",5,0,"","player_1 near; unmirrored; setup right"
"M38","M38-LIGHT-L","Light bottom — setup left","near_player","M38-light-bottom-left.svg","Legacy five-path overstack onto point 8","XGID=--------E----I----------b-:0:0:1:55:0:0:0:0:10",5,0,"","player_1 near; horizontally mirrored; setup left"
"M38","M38-DARK-L","Dark bottom — setup left","player_0","M38-dark-bottom-left.svg","Legacy five-path overstack onto point 8","XGID=--------E----I----------b-:0:0:1:55:0:0:0:0:10",5,0,"","player_1 near; horizontally mirrored; setup left"
"M39","M39-LIGHT-R","Light bottom — setup right","near_player","M39-light-bottom.svg","Legacy alternate-view 13/8","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",1,0,"","player_0 near; unmirrored; setup right"
"M39","M39-DARK-R","Dark bottom — setup right","player_0","M39-dark-bottom.svg","Legacy alternate-view 13/8","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",1,0,"","player_0 near; unmirrored; setup right"
"M39","M39-LIGHT-L","Light bottom — setup left","near_player","M39-light-bottom-left.svg","Legacy alternate-view 13/8","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",1,0,"","player_0 near; horizontally mirrored; setup left"
"M39","M39-DARK-L","Dark bottom — setup left","player_0","M39-dark-bottom-left.svg","Legacy alternate-view 13/8","XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:0:0:10",1,0,"","player_0 near; horizontally mirrored; setup left"
"M40","M40-LIGHT-R","Light bottom — setup right","near_player","M40-light-bottom.svg","Five-path tall-stack tuning stress case","XGID=----------E--I----------b-:0:0:1:33:0:0:0:0:10",5,0,"","player_1 near; unmirrored; setup right"
"M40","M40-DARK-R","Dark bottom — setup right","player_0","M40-dark-bottom.svg","Five-path tall-stack tuning stress case","XGID=----------E--I----------b-:0:0:1:33:0:0:0:0:10",5,0,"","player_1 near; unmirrored; setup right"
"M40","M40-LIGHT-L","Light bottom — setup left","near_player","M40-light-bottom-left.svg","Five-path tall-stack tuning stress case","XGID=----------E--I----------b-:0:0:1:33:0:0:0:0:10",5,0,"","player_1 near; horizontally mirrored; setup left"
"M40","M40-DARK-L","Dark bottom — setup left","player_0","M40-dark-bottom-left.svg","Five-path tall-stack tuning stress case","XGID=----------E--I----------b-:0:0:1:33:0:0:0:0:10",5,0,"","player_1 near; horizontally mirrored; setup left"
"M41","M41-LIGHT-R","Light bottom — setup right","near_player","M41-light-bottom.svg","Four-hop 4-4 chain with collinear top-row hops","XGID=-a----------------------A-:0:0:1:44:0:0:0:0:10",4,0,"1,2","player_1 near; unmirrored; setup right"
"M41","M41-DARK-R","Dark bottom — setup right","player_0","M41-dark-bottom.svg","Four-hop 4-4 chain with collinear top-row hops","XGID=-a----------------------A-:0:0:1:44:0:0:0:0:10",4,0,"1,2","player_1 near; unmirrored; setup right"
"M41","M41-LIGHT-L","Light bottom — setup left","near_player","M41-light-bottom-left.svg","Four-hop 4-4 chain with collinear top-row hops","XGID=-a----------------------A-:0:0:1:44:0:0:0:0:10",4,0,"1,2","player_1 near; horizontally mirrored; setup left"
"M41","M41-DARK-L","Dark bottom — setup left","player_0","M41-dark-bottom-left.svg","Four-hop 4-4 chain with collinear top-row hops","XGID=-a----------------------A-:0:0:1:44:0:0:0:0:10",4,0,"1,2","player_1 near; horizontally mirrored; setup left"
"C01","C01-LIGHT-R","Light bottom — setup right","near_player","C01-light-bottom.svg","Ghost colour identity on tan points","XGID=------B-----------------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"C01","C01-DARK-R","Dark bottom — setup right","player_0","C01-dark-bottom.svg","Ghost colour identity on tan points","XGID=------B-----------------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"C01","C01-LIGHT-L","Light bottom — setup left","near_player","C01-light-bottom-left.svg","Ghost colour identity on tan points","XGID=------B-----------------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"C01","C01-DARK-L","Dark bottom — setup left","player_0","C01-dark-bottom-left.svg","Ghost colour identity on tan points","XGID=------B-----------------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"C02","C02-LIGHT-R","Light bottom — setup right","near_player","C02-light-bottom.svg","Ghost colour identity on blue points","XGID=-------------B----------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"C02","C02-DARK-R","Dark bottom — setup right","player_0","C02-dark-bottom.svg","Ghost colour identity on blue points","XGID=-------------B----------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; unmirrored; setup right"
"C02","C02-LIGHT-L","Light bottom — setup left","near_player","C02-light-bottom-left.svg","Ghost colour identity on blue points","XGID=-------------B----------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
"C02","C02-DARK-L","Dark bottom — setup left","player_0","C02-dark-bottom-left.svg","Ghost colour identity on blue points","XGID=-------------B----------a-:0:0:1:31:0:0:0:0:10",2,0,"","player_1 near; horizontally mirrored; setup left"
